author_name,developer_type,is_se_engineer,is_ml_engineer,is_hybrid_engineer,total_commits,projects_contributed,total_files_touched,owned_files,bugs_introduced,bugs_fixed,bug_introducing_ratio,deadcode_items_attribute,deadcode_items_class,deadcode_items_function,deadcode_items_other,deadcode_items_property,deadcode_items_total,deadcode_items_variable,design_smell_broken_hierarchy,design_smell_broken_modularization,design_smell_deep_hierarchy,design_smell_deficient_encapsulation,design_smell_feature_envy,design_smell_hub_like_modularization,design_smell_insufficient_modularization,design_smell_multifaceted_abstraction,design_smell_rebellious_hierarchy,design_smell_wide_hierarchy,fix_commit,impl_smell_complex_conditional,impl_smell_complex_method,impl_smell_empty_catch_clause,impl_smell_long_identifier,impl_smell_long_lambda_function,impl_smell_long_message_chain,impl_smell_long_method,impl_smell_long_parameter_list,impl_smell_long_statement,impl_smell_magic_number,impl_smell_missing_default,mlsmell_broadcasting_feature_not_used,mlsmell_chain_indexing,mlsmell_columns_and_datatype_not_explicitly_set,mlsmell_dataframe_conversion_api_misused,mlsmell_deterministic_algorithm_option_not_used,mlsmell_empty_column_misinitialization,mlsmell_gradients_not_cleared,mlsmell_hyperparameters_not_explicitly_set,mlsmell_in_place_apis_misused,mlsmell_matrix_multiplication_api_misused,mlsmell_memory_not_freed,mlsmell_merge_api_parameter_not_explicitly_set,mlsmell_nan_equivalence_comparison_misused,mlsmell_pytorch_call_method_misused,mlsmell_tensor_array_not_used,mlsmell_unnecessary_iteration,szz_introducing_commits_count,vuln_bandit_issues_high,vuln_bandit_issues_low,vuln_bandit_issues_medium,vuln_bandit_issues_total,vuln_bandit_test_ids
Arjun Desai,SE-engineer,1,0,0,557,['ad12 DOSMA'],205.0,"['ad12 DOSMA::__init__.py', 'ad12 DOSMA::app.py', 'ad12 DOSMA::create_nifti.py', 'ad12 DOSMA::data_io/__init__.py', 'ad12 DOSMA::data_io/dicom_io.py', 'ad12 DOSMA::data_io/fig_format.py', 'ad12 DOSMA::data_io/format_io.py', 'ad12 DOSMA::data_io/format_io_utils.py', 'ad12 DOSMA::data_io/io_utils.py', 'ad12 DOSMA::data_io/med_volume.py', 'ad12 DOSMA::data_io/nifti_io.py', 'ad12 DOSMA::data_io/orientation.py', 'ad12 DOSMA::defaults.py', 'ad12 DOSMA::dess_utils.py', 'ad12 DOSMA::docs/source/conf.py', 'ad12 DOSMA::dosma.py', 'ad12 DOSMA::dosma/__init__.py', 'ad12 DOSMA::dosma/app.py', 'ad12 DOSMA::dosma/cli.py', 'ad12 DOSMA::dosma/core/__init__.py', 'ad12 DOSMA::dosma/core/device.py', 'ad12 DOSMA::dosma/core/fitting.py', 'ad12 DOSMA::dosma/core/io/__init__.py', 'ad12 DOSMA::dosma/core/io/dicom_io.py', 'ad12 DOSMA::dosma/core/io/format_io.py', 'ad12 DOSMA::dosma/core/io/format_io_utils.py', 'ad12 DOSMA::dosma/core/io/nifti_io.py', 'ad12 DOSMA::dosma/core/med_volume.py', 'ad12 DOSMA::dosma/core/numpy_routines.py', 'ad12 DOSMA::dosma/core/orientation.py', 'ad12 DOSMA::dosma/core/quant_vals.py', 'ad12 DOSMA::dosma/core/registration.py', 'ad12 DOSMA::dosma/data_io/__init__.py', 'ad12 DOSMA::dosma/data_io/dicom_io.py', 'ad12 DOSMA::dosma/data_io/format_io.py', 'ad12 DOSMA::dosma/data_io/format_io_utils.py', 'ad12 DOSMA::dosma/data_io/med_volume.py', 'ad12 DOSMA::dosma/data_io/nifti_io.py', 'ad12 DOSMA::dosma/data_io/orientation.py', 'ad12 DOSMA::dosma/defaults.py', 'ad12 DOSMA::dosma/file_constants.py', 'ad12 DOSMA::dosma/gui/__init__.py', 'ad12 DOSMA::dosma/gui/dosma_gui.py', 'ad12 DOSMA::dosma/gui/gui_errors.py', 'ad12 DOSMA::dosma/gui/gui_utils/__init__.py', 'ad12 DOSMA::dosma/gui/gui_utils/console_output.py', 'ad12 DOSMA::dosma/gui/gui_utils/filedialog_reader.py', 'ad12 DOSMA::dosma/gui/gui_utils/gui_utils.py', 'ad12 DOSMA::dosma/gui/im_viewer.py', 'ad12 DOSMA::dosma/gui/ims.py', 'ad12 DOSMA::dosma/gui/preferences_viewer.py', 'ad12 DOSMA::dosma/models/__init__.py', 'ad12 DOSMA::dosma/models/oaiunet2d.py', 'ad12 DOSMA::dosma/models/seg_model.py', 'ad12 DOSMA::dosma/models/stanford_qdess.py', 'ad12 DOSMA::dosma/models/util.py', 'ad12 DOSMA::dosma/msk/__init__.py', 'ad12 DOSMA::dosma/msk/knee.py', 'ad12 DOSMA::dosma/quant_vals.py', 'ad12 DOSMA::dosma/scan_sequences/__init__.py', 'ad12 DOSMA::dosma/scan_sequences/cones.py', 'ad12 DOSMA::dosma/scan_sequences/cube_quant.py', 'ad12 DOSMA::dosma/scan_sequences/mapss.py', 'ad12 DOSMA::dosma/scan_sequences/mri/__init__.py', 'ad12 DOSMA::dosma/scan_sequences/mri/cones.py', 'ad12 DOSMA::dosma/scan_sequences/mri/cube_quant.py', 'ad12 DOSMA::dosma/scan_sequences/mri/mapss.py', 'ad12 DOSMA::dosma/scan_sequences/mri/qdess.py', 'ad12 DOSMA::dosma/scan_sequences/qdess.py', 'ad12 DOSMA::dosma/scan_sequences/scan_io.py', 'ad12 DOSMA::dosma/scan_sequences/scans.py', 'ad12 DOSMA::dosma/tissues/__init__.py', 'ad12 DOSMA::dosma/tissues/femoral_cartilage.py', 'ad12 DOSMA::dosma/tissues/meniscus.py', 'ad12 DOSMA::dosma/tissues/patellar_cartilage.py', 'ad12 DOSMA::dosma/tissues/tibial_cartilage.py', 'ad12 DOSMA::dosma/tissues/tissue.py', 'ad12 DOSMA::dosma/utils/__init__.py', 'ad12 DOSMA::dosma/utils/cmd_line_utils.py', 'ad12 DOSMA::dosma/utils/collect_env.py', 'ad12 DOSMA::dosma/utils/device.py', 'ad12 DOSMA::dosma/utils/env.py', 'ad12 DOSMA::dosma/utils/fits.py', 'ad12 DOSMA::dosma/utils/geometry_utils.py', 'ad12 DOSMA::dosma/utils/img_utils.py', 'ad12 DOSMA::dosma/utils/io_utils.py', 'ad12 DOSMA::dosma/utils/logger.py', 'ad12 DOSMA::dosma/utils/registration.py', 'ad12 DOSMA::file_constants.py', 'ad12 DOSMA::generate_mask.py', 'ad12 DOSMA::gui/__init__.py', 'ad12 DOSMA::gui/dosma_gui.py', 'ad12 DOSMA::gui/gui_errors.py', 'ad12 DOSMA::gui/gui_utils/__init__.py', 'ad12 DOSMA::gui/gui_utils/console_output.py', 'ad12 DOSMA::gui/gui_utils/filedialog_reader.py', 'ad12 DOSMA::gui/gui_utils/gui_utils.py', 'ad12 DOSMA::gui/im_viewer.py', 'ad12 DOSMA::gui/ims.py', 'ad12 DOSMA::gui/preferences_viewer.py', 'ad12 DOSMA::im_utils.py', 'ad12 DOSMA::med_objects/__init__.py', 'ad12 DOSMA::med_objects/med_volume.py', 'ad12 DOSMA::misc/__init__.py', 'ad12 DOSMA::misc/create_nifti.py', 'ad12 DOSMA::models.py', 'ad12 DOSMA::models/__init__.py', 'ad12 DOSMA::models/get_model.py', 'ad12 DOSMA::models/model.py', 'ad12 DOSMA::models/oaiunet2d.py', 'ad12 DOSMA::models/seg_model.py', 'ad12 DOSMA::models/unet2d.py', 'ad12 DOSMA::models/util.py', 'ad12 DOSMA::msk/__init__.py', 'ad12 DOSMA::msk/knee.py', 'ad12 DOSMA::pipeline.py', 'ad12 DOSMA::scan_sequences/__init__.py', 'ad12 DOSMA::scan_sequences/cones.py', 'ad12 DOSMA::scan_sequences/cube_quant.py', 'ad12 DOSMA::scan_sequences/dess.py', 'ad12 DOSMA::scan_sequences/mapss.py', 'ad12 DOSMA::scan_sequences/qdess.py', 'ad12 DOSMA::scan_sequences/scans.py', 'ad12 DOSMA::setup.py', 'ad12 DOSMA::test_pipeline.py', 'ad12 DOSMA::tests/__init__.py', 'ad12 DOSMA::tests/core/__init__.py', 'ad12 DOSMA::tests/core/io/__init__.py', 'ad12 DOSMA::tests/core/io/test_dicom_io.py', 'ad12 DOSMA::tests/core/io/test_format_io.py', 'ad12 DOSMA::tests/core/io/test_format_io_utils.py', 'ad12 DOSMA::tests/core/io/test_inter_io.py', 'ad12 DOSMA::tests/core/io/test_nifti_io.py', 'ad12 DOSMA::tests/core/test_device.py', 'ad12 DOSMA::tests/core/test_fitting.py', 'ad12 DOSMA::tests/core/test_io.py', 'ad12 DOSMA::tests/core/test_med_volume.py', 'ad12 DOSMA::tests/core/test_numpy_routines.py', 'ad12 DOSMA::tests/core/test_orientation.py', 'ad12 DOSMA::tests/core/test_quant_vals.py', 'ad12 DOSMA::tests/core/test_registration.py', 'ad12 DOSMA::tests/data_io/__init__.py', 'ad12 DOSMA::tests/data_io/test_io.py', 'ad12 DOSMA::tests/data_io/test_med_volume.py', 'ad12 DOSMA::tests/data_io/test_orientation.py', 'ad12 DOSMA::tests/models/__init__.py', 'ad12 DOSMA::tests/models/test_oaiunet2d.py', 'ad12 DOSMA::tests/models/test_stanford_qdess.py', 'ad12 DOSMA::tests/models/test_util.py', 'ad12 DOSMA::tests/scan_sequences/__init__.py', 'ad12 DOSMA::tests/scan_sequences/mri/__init__.py', 'ad12 DOSMA::tests/scan_sequences/mri/test_cones.py', 'ad12 DOSMA::tests/scan_sequences/mri/test_cubequant.py', 'ad12 DOSMA::tests/scan_sequences/mri/test_mapss.py', 'ad12 DOSMA::tests/scan_sequences/mri/test_qdess.py', 'ad12 DOSMA::tests/scan_sequences/test_cones.py', 'ad12 DOSMA::tests/scan_sequences/test_cubequant.py', 'ad12 DOSMA::tests/scan_sequences/test_mapss.py', 'ad12 DOSMA::tests/scan_sequences/test_qdess.py', 'ad12 DOSMA::tests/scan_sequences/test_scan_io.py', 'ad12 DOSMA::tests/scans/__init__.py', 'ad12 DOSMA::tests/scans/test_cubequant.py', 'ad12 DOSMA::tests/scans/test_qdess.py', 'ad12 DOSMA::tests/test_cmd_line.py', 'ad12 DOSMA::tests/test_file_constants.py', 'ad12 DOSMA::tests/test_io.py', 'ad12 DOSMA::tests/test_orientation.py', 'ad12 DOSMA::tests/test_pipeline.py', 'ad12 DOSMA::tests/test_preferences.py', 'ad12 DOSMA::tests/test_quant_vals.py', 'ad12 DOSMA::tests/tissues/test_tissue.py', 'ad12 DOSMA::tests/util.py', 'ad12 DOSMA::tests/utils/__init__.py', 'ad12 DOSMA::tests/utils/test_collect_env.py', 'ad12 DOSMA::tests/utils/test_device.py', 'ad12 DOSMA::tests/utils/test_env.py', 'ad12 DOSMA::tests/utils/test_fitting.py', 'ad12 DOSMA::tests/utils/test_io_utils.py', 'ad12 DOSMA::tests/utils/test_logger.py', 'ad12 DOSMA::tests/utils/test_registration.py', 'ad12 DOSMA::tissues/__init__.py', 'ad12 DOSMA::tissues/femoral_cartilage.py', 'ad12 DOSMA::tissues/meniscus.py', 'ad12 DOSMA::tissues/patellar_cartilage.py', 'ad12 DOSMA::tissues/tibial_cartilage.py', 'ad12 DOSMA::tissues/tissue.py', 'ad12 DOSMA::unit_tests/__init__.py', 'ad12 DOSMA::unit_tests/test_cubequant.py', 'ad12 DOSMA::unit_tests/test_io.py', 'ad12 DOSMA::unit_tests/test_orientation.py', 'ad12 DOSMA::unit_tests/test_pipeline.py', 'ad12 DOSMA::unit_tests/test_qdess.py', 'ad12 DOSMA::unit_tests/unittest_utils.py', 'ad12 DOSMA::utils.py', 'ad12 DOSMA::utils/__init__.py', 'ad12 DOSMA::utils/cmd_line_utils.py', 'ad12 DOSMA::utils/dess_utils.py', 'ad12 DOSMA::utils/dicom_utils.py', 'ad12 DOSMA::utils/fits.py', 'ad12 DOSMA::utils/geometry_utils.py', 'ad12 DOSMA::utils/im_utils.py', 'ad12 DOSMA::utils/img_utils.py', 'ad12 DOSMA::utils/io_utils.py', 'ad12 DOSMA::utils/quant_vals.py', 'ad12 DOSMA::utils/vis_utils.py']",573,52,1.0287253141831239,9385,1310,1493,3280,132,28878,13278,666,1259,0,13045,2368,0,355,2711,1013,0,52,66,13647,0,5527,650,0,2155,2933,102275,91481,0,0,0,1890,0,0,0,0,0,1070,0,0,0,0,0,0,0,573,0,83,0,83,B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101B101
Arnab,SE-engineer,1,0,0,2,['gsurma text predictor'],,[],0,0,0.0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashish Gupta,Hybrid-engineer,0,0,1,6,['neo ai neo ai dlr'],24.0,"['neo ai neo ai dlr::container/inf1_mx_entry.py', 'neo ai neo ai dlr::container/inf1_pyt_entry.py', 'neo ai neo ai dlr::container/sagemaker-pytorch-inferentia-serving/setup.py', 'neo ai neo ai dlr::container/sagemaker-pytorch-inferentia-serving/src/sagemaker_pytorch_inferentia_serving_container/__init__.py', 'neo ai neo ai dlr::container/sagemaker-pytorch-inferentia-serving/src/sagemaker_pytorch_inferentia_serving_container/default_inference_handler.py', 'neo ai neo ai dlr::container/sagemaker-pytorch-inferentia-serving/src/sagemaker_pytorch_inferentia_serving_container/handler_service.py', 'neo ai neo ai dlr::container/sagemaker-pytorch-inferentia-serving/src/sagemaker_pytorch_inferentia_serving_container/serving.py', 'neo ai neo ai dlr::container/sagemaker-tensorflow-inferentia/build_artifacts/__init__.py', 'neo ai neo ai dlr::container/sagemaker-tensorflow-inferentia/build_artifacts/deep_learning_container.py', 'neo ai neo ai dlr::container/sagemaker-tensorflow-inferentia/build_artifacts/dockerd-entrypoint.py', 'neo ai neo ai dlr::container/sagemaker-tensorflow-inferentia/build_artifacts/sagemaker/__init__.py', 'neo ai neo ai dlr::container/sagemaker-tensorflow-inferentia/build_artifacts/sagemaker/multi_model_utils.py', 'neo ai neo ai dlr::container/sample-inf1/inf1_mx.py', 'neo ai neo ai dlr::container/sample-inf1/inf1_pt.py', 'neo ai neo ai dlr::container/sample-inf1/inf1_tf_handler.py', 'neo ai neo ai dlr::container/sample-inf1/inf1_tf_io_handler.py', 'neo ai neo ai dlr::python/dlr/neologger.py']",9,2,1.5,17,3,27,82,0,338,209,0,0,0,21,35,0,3,14,0,0,2,6,62,0,20,0,5,1,0,353,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
Austin T,SE-engineer,1,0,0,1,['JustGlowing minisom'],1.0,[],4,1,4.0,0,1,2,23,0,26,0,0,0,0,3,2,0,1,1,0,0,1,1,0,0,1,0,0,0,1,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Bartosz Strzelecki,Hybrid-engineer,0,0,1,124,['IntelAI OpenVINO model server'],76.0,"['IntelAI OpenVINO model server::client/python/kserve-api/samples/grpc_async_infer_resnet.py', 'IntelAI OpenVINO model server::client/python/kserve-api/samples/http_async_infer_resnet.py', 'IntelAI OpenVINO model server::client/python/ovmsclient/lib/ovmsclient/custom/management_client.py', 'IntelAI OpenVINO model server::client/python/ovmsclient/samples/grpc_get_model_metadata.py', 'IntelAI OpenVINO model server::client/python/ovmsclient/samples/grpc_get_model_status.py', 'IntelAI OpenVINO model server::client/python/ovmsclient/samples/grpc_predict_binary_vehicle_detection.py', 'IntelAI OpenVINO model server::demos/benchmark/python/client_tfs.py', 'IntelAI OpenVINO model server::demos/common/stream_client/stream_client.py', 'IntelAI OpenVINO model server::demos/horizontal_text_detection/python/client.py', 'IntelAI OpenVINO model server::demos/horizontal_text_detection/python/rtsp_client.py', 'IntelAI OpenVINO model server::demos/horizontal_text_detection/python/stream_client.py', 'IntelAI OpenVINO model server::demos/image_classification/python/image_classification.py', 'IntelAI OpenVINO model server::demos/image_classification_using_tf_model/python/image_classification_using_tf_model.py', 'IntelAI OpenVINO model server::demos/llama_chat/python/client.py', 'IntelAI OpenVINO model server::demos/llama_chat/python/download_model.py', 'IntelAI OpenVINO model server::demos/mediapipe/holistic_tracking/rtsp_client.py', 'IntelAI OpenVINO model server::demos/mediapipe/iris_tracking/mediapipe_iris_tracking.py', 'IntelAI OpenVINO model server::demos/object_detection/python/object_detection.py', 'IntelAI OpenVINO model server::demos/person_vehicle_bike_detection/python/person_vehicle_bike_detection.py', 'IntelAI OpenVINO model server::demos/python_demos/llm_text_generation/client_unary.py', 'IntelAI OpenVINO model server::demos/python_demos/llm_text_generation/servable_unary/python_model/config.py', 'IntelAI OpenVINO model server::demos/python_demos/llm_text_generation/servable_unary/python_model/model.py', 'IntelAI OpenVINO model server::demos/real_time_stream_analysis/python/client.py', 'IntelAI OpenVINO model server::demos/real_time_stream_analysis/python/http_visualizer.py', 'IntelAI OpenVINO model server::demos/real_time_stream_analysis/python/inference_executor.py', 'IntelAI OpenVINO model server::demos/real_time_stream_analysis/python/inference_manager.py', 'IntelAI OpenVINO model server::demos/real_time_stream_analysis/python/inference_pipeline_handler.py', 'IntelAI OpenVINO model server::demos/real_time_stream_analysis/python/io_processor.py', 'IntelAI OpenVINO model server::demos/real_time_stream_analysis/python/logger.py', 'IntelAI OpenVINO model server::demos/real_time_stream_analysis/python/processing_supervisor.py', 'IntelAI OpenVINO model server::demos/real_time_stream_analysis/python/real_time_stream_analysis.py', 'IntelAI OpenVINO model server::demos/real_time_stream_analysis/python/stream_analyzer.py', 'IntelAI OpenVINO model server::demos/real_time_stream_analysis/python/stream_reader.py', 'IntelAI OpenVINO model server::demos/real_time_stream_analysis/python/use_cases/__init__.py', 'IntelAI OpenVINO model server::demos/real_time_stream_analysis/python/use_cases/person_vehicle_bike_detection/person_vehicle_bike_detection.py', 'IntelAI OpenVINO model server::demos/real_time_stream_analysis/python/use_cases/use_case.py', 'IntelAI OpenVINO model server::demos/real_time_stream_analysis/python/utils.py', 'IntelAI OpenVINO model server::demos/speech_recognition_with_kaldi_model/python/asr_demo/expand_ivectors.py', 'IntelAI OpenVINO model server::demos/speech_recognition_with_kaldi_model/python/grpc_stateful_client.py', 'IntelAI OpenVINO model server::demos/speech_recognition_with_kaldi_model/python/rest_stateful_client.py', 'IntelAI OpenVINO model server::demos/stable-diffusion/python/generate.py', 'IntelAI OpenVINO model server::demos/stable-diffusion/python/stable_diffusion.py', 'IntelAI OpenVINO model server::demos/stable-diffusion/python/text_encoder.py', 'IntelAI OpenVINO model server::demos/stable-diffusion/python/unet.py', 'IntelAI OpenVINO model server::demos/stable-diffusion/python/vae.py', 'IntelAI OpenVINO model server::src/test/mediapipe/python/scripts/relative_base_path.py']",182,49,1.467741935483871,1206,1735,3560,6180,753,19981,6547,452,1806,0,3546,10,0,446,4256,226,0,49,138,4367,0,17881,226,1130,1732,2646,64691,33937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0
Beata Szelag,SE-engineer,1,0,0,27,['IntelAI inference model manager'],58.0,"['IntelAI inference model manager::examples/grpc_client/grpc_client_utils.py', 'IntelAI inference model manager::management/management_api/logger.py', 'IntelAI inference model manager::management/management_api/routes.py', 'IntelAI inference model manager::management/management_api/servings/__init__.py', 'IntelAI inference model manager::management/management_api/servings/servings.py', 'IntelAI inference model manager::management/management_api/servings/servings_utils.py', 'IntelAI inference model manager::management/management_api/tenants.py', 'IntelAI inference model manager::management/management_api/utils/__init__.py', 'IntelAI inference model manager::management/management_api/utils/logger.py', 'IntelAI inference model manager::management/management_api/utils/routes.py', 'IntelAI inference model manager::tests/config.py', 'IntelAI inference model manager::tests/e2e_tests/__init__.py', 'IntelAI inference model manager::tests/e2e_tests/inference_endpoints/__init__.py', 'IntelAI inference model manager::tests/e2e_tests/minio_client.py', 'IntelAI inference model manager::tests/e2e_tests/tf_serving_utils/__init__.py', 'IntelAI inference model manager::tests/e2e_tests/tf_serving_utils/classes.py', 'IntelAI inference model manager::tests/e2e_tests/tf_serving_utils/endpoint_utils.py', 'IntelAI inference model manager::tests/e2e_tests/tf_serving_utils/load_numpy.py', 'IntelAI inference model manager::tests/management_api_tests/servings/__init__.py', 'IntelAI inference model manager::tests/management_api_tests/servings/test_servings.py', 'IntelAI inference model manager::tests/tfserving_tests/__init__.py', 'IntelAI inference model manager::tests/tfserving_tests/certificates/__init__.py', 'IntelAI inference model manager::tests/tfserving_tests/config.py', 'IntelAI inference model manager::tests/tfserving_tests/utils/__init__.py', 'IntelAI inference model manager::tests/tfserving_tests/utils/classes.py', 'IntelAI inference model manager::tests/tfserving_tests/utils/load_numpy.py']",12,5,0.4444444444444444,1442,23,162,528,0,2403,248,198,177,0,23,0,0,12,318,0,23,5,0,70,0,959,0,0,1,205,2137,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
Birgit Jaekel,ML-engineer,0,1,0,8,['JustGlowing minisom'],,[],0,0,0.0,0,8,24,248,0,280,0,0,0,0,24,16,0,24,0,0,0,0,8,16,0,16,0,0,0,8,136,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Tyson,SE-engineer,1,0,0,4,['JustinGOSSES predictatops'],,[],0,0,0.0,20,40,44,208,0,472,160,0,0,0,4,0,0,4,16,0,0,0,0,8,0,356,4,0,16,20,756,192,0,0,48,32,4,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Garcia,SE-engineer,1,0,0,7,['JustGlowing minisom'],1.0,[],0,0,0.0,0,7,43,217,0,274,7,0,0,0,21,21,0,21,0,0,0,0,7,14,0,61,0,0,5,7,166,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branko,SE-engineer,1,0,0,2,['breeko spypy'],,[],0,0,0.0,4,0,2,6,0,20,8,0,2,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,2,6,36,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branko Blagojevic,SE-engineer,1,0,0,16,['breeko spypy'],6.0,"['breeko spypy::convert.py', 'breeko spypy::detect.py', 'breeko spypy::model_configs.py', 'breeko spypy::summarize.py', 'breeko spypy::track.py', 'breeko spypy::yad2k_out.py']",18,12,1.125,32,0,0,64,0,144,48,0,10,0,32,0,0,0,0,0,0,12,0,28,0,0,0,0,16,30,234,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
Brannon Dorsey,ML-engineer,0,1,0,6,['phillipi pix2pix'],,[],0,0,0.0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brendan Dolan Gavitt,SE-engineer,1,0,0,2,['PurduePAML TrojanNN'],,[],0,0,0.0,0,6,10,24,0,52,12,0,4,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,6,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brendan Dwyer,SE-engineer,1,0,0,77,"['IBM MAX Fast Neural Style Transfer', 'IBM MAX Inception ResNet v2', 'IBM MAX Review Text Generator', 'IBM MAX Scene Classifier', 'IBM MAX Weather Forecaster']",36.0,"['IBM MAX Fast Neural Style Transfer::api/metadata.py', 'IBM MAX Fast Neural Style Transfer::api/model.py', 'IBM MAX Fast Neural Style Transfer::api/predict.py', 'IBM MAX Fast Neural Style Transfer::app.py', 'IBM MAX Fast Neural Style Transfer::core/backend.py', 'IBM MAX Fast Neural Style Transfer::tests/test.py', 'IBM MAX Inception ResNet v2::api/metadata.py', 'IBM MAX Inception ResNet v2::api/model.py', 'IBM MAX Inception ResNet v2::api/predict.py', 'IBM MAX Inception ResNet v2::app.py', 'IBM MAX Inception ResNet v2::config.py', 'IBM MAX Inception ResNet v2::core/backend.py', 'IBM MAX Inception ResNet v2::tests/test.py', 'IBM MAX Review Text Generator::api/metadata.py', 'IBM MAX Review Text Generator::api/model.py', 'IBM MAX Review Text Generator::api/predict.py', 'IBM MAX Review Text Generator::app.py', 'IBM MAX Review Text Generator::core/model.py', 'IBM MAX Review Text Generator::tests/test.py', 'IBM MAX Weather Forecaster::api/__init__.py', 'IBM MAX Weather Forecaster::api/metadata.py', 'IBM MAX Weather Forecaster::api/predict.py', 'IBM MAX Weather Forecaster::core/__init__.py', 'IBM MAX Weather Forecaster::core/model.py', 'IBM MAX Weather Forecaster::tests/test.py']",22,11,0.2857142857142857,0,22,0,110,0,449,317,0,78,0,0,5,0,0,35,0,0,11,0,0,0,0,0,0,0,0,265,2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,22,0,0,0,0,0
Burak Kakillioglu,SE-engineer,1,0,0,1,['liuxinhai Point2Sequence'],,[],0,0,0.0,0,0,14,5,0,29,10,0,0,0,0,0,0,0,3,0,0,0,0,2,0,3,0,0,0,13,66,62,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
Capuccino,SE-engineer,1,0,0,11,['ClarityCafe Ivy'],2.0,"['ClarityCafe Ivy::routes/chatbot.py', 'ClarityCafe Ivy::setup.py']",3,2,0.2727272727272727,11,0,0,22,0,33,0,0,0,0,33,11,0,0,22,0,0,2,0,0,0,0,0,0,0,0,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ChenWY,SE-engineer,1,0,0,6,['IXarea LittleGAN'],6.0,[],5,1,0.8333333333333334,13,1,6,4,0,24,0,0,0,0,13,0,0,0,0,0,0,1,0,6,0,0,0,0,7,3,99,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Clement Joudet,Hybrid-engineer,0,0,1,77,['clemkoa tooth detection'],11.0,"['clemkoa tooth detection::data_analysis.py', 'clemkoa tooth detection::data_preprocessing.py', 'clemkoa tooth detection::generate_crops.py', 'clemkoa tooth detection::image_preprocessing.py', 'clemkoa tooth detection::inference.py', 'clemkoa tooth detection::scripts/merge_datasets.py', 'clemkoa tooth detection::scripts/vott.py', 'clemkoa tooth detection::tooth_number_classification/data_analysis.py', 'clemkoa tooth detection::tooth_number_classification/train.py', 'clemkoa tooth detection::train.py', 'clemkoa tooth detection::vott.py']",0,0,0.0,0,0,195,302,0,981,484,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,77,671,1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis G Northcutt,SE-engineer,1,0,0,28,['cgnorthcutt benchmarking keras pytorch'],1.0,[],2,2,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,255,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Curtis Northcutt,SE-engineer,1,0,0,1,['cgnorthcutt benchmarking keras pytorch'],1.0,[],0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
